,Address,District,Community,Area,RentPrice,Layer,Shape,Toward,Release_Date,Rent_Period,Is_lift,Is_parking,water_way,electricity_way,Subwayline_Number,Subway_Distance,Is_TV,Is_fridge,Is_washer,Is_air,Is_heater,Is_bed,Is_heating,Is_wifi,Is_closet,Is_gas,Is_img,Catch_time
11,徐汇,康健,长海坊,44,3500元/月 (季付价),中楼层/6层,1室1厅,南,5天前,1年以内,无,暂无数据,民水,民电,0,0,1,1,1,1,1,1,1,1,1,1,https://image1.ljcdn.com/310000-inspection/2e7b7d59-799e-4857-af00-5d8b734ac100.jpg.780x439.jpg,2019-07-13 02:56:59
12,嘉定,江桥,汇丰沁苑,54,3500元/月 ,中楼层/13层,1室1厅,南,1天前,暂无数据,有,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/614e7ccd-5ca7-45df-8dad-e55c942bf042.jpg.780x439.jpg,2019-07-13 02:57:06
13,嘉定,江桥,汇丰沁苑,54,3500元/月 ,中楼层/13层,1室1厅,南,1天前,暂无数据,有,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/614e7ccd-5ca7-45df-8dad-e55c942bf042.jpg.780x439.jpg,2019-07-13 02:57:12
14,宝山,大华,中环一号(三期),87,5800元/月 ,高楼层/18层,2室2厅,南,2天前,暂无数据,有,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/245b3d05-179e-402d-a1ca-710a43309fd2.jpg.780x439.jpg,2019-07-13 02:57:19
15,宝山,大华,中环一号(三期),87,5800元/月 ,高楼层/18层,2室2厅,南,2天前,暂无数据,有,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/245b3d05-179e-402d-a1ca-710a43309fd2.jpg.780x439.jpg,2019-07-13 02:57:26
16,闵行,古美,新时代花园,130,8000元/月 ,低楼层/12层,3室2厅,南,2天前,暂无数据,有,暂无数据,民水,民电,2,425,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/1ea99000-1517-4dfe-9a9f-66bb56835f38.jpg.780x439.jpg,2019-07-13 02:57:32
17,闵行,古美,新时代花园,130,8000元/月 ,低楼层/12层,3室2厅,南,2天前,暂无数据,有,暂无数据,民水,民电,2,425,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/1ea99000-1517-4dfe-9a9f-66bb56835f38.jpg.780x439.jpg,2019-07-13 02:57:39
18,宝山,杨行,杨泰二村,69,4300元/月 ,中楼层/6层,2室2厅,南,1天前,暂无数据,无,暂无数据,民水,民电,1,1105,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/6fddb98a-0033-45da-83e3-837a9c6babe0.jpg.780x439.jpg,2019-07-13 02:57:46
19,宝山,杨行,杨泰二村,69,4300元/月 ,中楼层/6层,2室2厅,南,1天前,暂无数据,无,暂无数据,民水,民电,1,1105,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/6fddb98a-0033-45da-83e3-837a9c6babe0.jpg.780x439.jpg,2019-07-13 02:57:52
20,杨浦,中原,国和一村,54,5200元/月 ,高楼层/6层,2室1厅,南,7天前,暂无数据,无,暂无数据,民水,民电,2,169,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/8ae97144-c775-4199-b2c3-a7fe6cc70974.jpg.780x439.jpg,2019-07-13 02:57:59
21,杨浦,中原,国和一村,54,5200元/月 ,高楼层/6层,2室1厅,南,7天前,暂无数据,无,暂无数据,民水,民电,2,169,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/8ae97144-c775-4199-b2c3-a7fe6cc70974.jpg.780x439.jpg,2019-07-13 02:58:06
22,闵行,航华,华菁公寓,76,5200元/月 ,中楼层/13层,2室1厅,东南,1天前,暂无数据,有,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/0bb1c336-cb9b-454a-ad42-d9a188073a75.jpg.780x439.jpg,2019-07-13 02:58:12
23,闵行,航华,华菁公寓,76,5200元/月 ,中楼层/13层,2室1厅,东南,1天前,暂无数据,有,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/0bb1c336-cb9b-454a-ad42-d9a188073a75.jpg.780x439.jpg,2019-07-13 02:58:19
24,闸北,大宁,歌林春天馨园,147,13500元/月 ,中楼层/16层,3室2厅,南,1天前,暂无数据,有,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/2d73bbd9-c296-4027-b005-0c7ed1655d01.jpg.780x439.jpg,2019-07-13 02:58:26
25,闸北,大宁,歌林春天馨园,147,13500元/月 ,中楼层/16层,3室2厅,南,1天前,暂无数据,有,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/2d73bbd9-c296-4027-b005-0c7ed1655d01.jpg.780x439.jpg,2019-07-13 02:58:32
26,闸北,大宁,歌林春天馨园,144,13500元/月 (季付价),高楼层/12层,3室2厅,南,1天前,2~3年,有,暂无数据,民水,民电,0,0,1,1,1,1,1,1,1,1,1,1,https://image1.ljcdn.com/310000-inspection/528dc1b3-2654-4117-a1c6-353494b8c0a5.jpg.780x439.jpg,2019-07-13 02:58:39
27,闸北,大宁,歌林春天馨园,144,13500元/月 (季付价),高楼层/12层,3室2厅,南,1天前,2~3年,有,暂无数据,民水,民电,0,0,1,1,1,1,1,1,1,1,1,1,https://image1.ljcdn.com/310000-inspection/528dc1b3-2654-4117-a1c6-353494b8c0a5.jpg.780x439.jpg,2019-07-13 02:58:45
28,普陀,真如,星河世纪城,94,7000元/月 ,低楼层/18层,2室2厅,南,5天前,暂无数据,有,暂无数据,民水,民电,2,787,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/75ac5665-068e-4a35-84a3-c6dc97d9b5f0.jpg.780x439.jpg,2019-07-13 02:58:52
29,普陀,真如,星河世纪城,94,7000元/月 ,低楼层/18层,2室2厅,南,5天前,暂无数据,有,暂无数据,民水,民电,2,787,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/75ac5665-068e-4a35-84a3-c6dc97d9b5f0.jpg.780x439.jpg,2019-07-13 02:58:59
30,浦东,陆家嘴,世茂滨江花园,334,45000元/月 ,低楼层/59层,4室2厅,西,1天前,暂无数据,有,暂无数据,民水,民电,2,974,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/4478bd50-8bda-4943-82aa-d3fcfe4a2240.jpg.780x439.jpg,2019-07-13 02:59:05
31,浦东,陆家嘴,世茂滨江花园,334,45000元/月 ,低楼层/59层,4室2厅,西,1天前,暂无数据,有,暂无数据,民水,民电,2,974,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/4478bd50-8bda-4943-82aa-d3fcfe4a2240.jpg.780x439.jpg,2019-07-13 02:59:12
32,长宁,西郊,宝北小区,48,5500元/月 ,高楼层/6层,2室0厅,南,5天前,暂无数据,无,暂无数据,民水,民电,3,417,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/hdic-frame/cdb6b7d0-6806-4ac9-8ca5-bf0884ecbdf0.png.780x439.jpg,2019-07-13 02:59:19
33,长宁,西郊,宝北小区,48,5500元/月 ,高楼层/6层,2室0厅,南,5天前,暂无数据,无,暂无数据,民水,民电,3,417,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/hdic-frame/cdb6b7d0-6806-4ac9-8ca5-bf0884ecbdf0.png.780x439.jpg,2019-07-13 02:59:25
34,闵行,七宝,佳宝新村,97,3800元/月 ,低楼层/6层,1室1厅,南,4天前,暂无数据,无,暂无数据,民水,民电,2,144,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/8a8315e3-24cd-48e5-8685-2619227c4805.jpg.780x439.jpg,2019-07-13 02:59:32
35,闵行,七宝,佳宝新村,97,3800元/月 ,低楼层/6层,1室1厅,南,4天前,暂无数据,无,暂无数据,民水,民电,2,144,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/8a8315e3-24cd-48e5-8685-2619227c4805.jpg.780x439.jpg,2019-07-13 02:59:39
36,普陀,中远两湾城,中远两湾城,109,8500元/月 ,中楼层/34层,2室2厅,东南,3天前,暂无数据,有,暂无数据,民水,民电,3,183,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/02624124-52c3-4668-8568-59e9de0d054b.jpg.780x439.jpg,2019-07-13 02:59:45
37,普陀,中远两湾城,中远两湾城,109,8500元/月 ,中楼层/34层,2室2厅,东南,3天前,暂无数据,有,暂无数据,民水,民电,3,183,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/02624124-52c3-4668-8568-59e9de0d054b.jpg.780x439.jpg,2019-07-13 02:59:52
38,宝山,杨行,荣域飘鹰锦和花园(公寓),89,4500元/月 ,低楼层/16层,2室2厅,南,1天前,暂无数据,有,暂无数据,民水,民电,1,279,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/36c39c59-f99f-4194-b96c-0f29a1e1a966.jpg.780x439.jpg,2019-07-13 02:59:59
39,宝山,杨行,荣域飘鹰锦和花园(公寓),89,4500元/月 ,低楼层/16层,2室2厅,南,1天前,暂无数据,有,暂无数据,民水,民电,1,279,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/36c39c59-f99f-4194-b96c-0f29a1e1a966.jpg.780x439.jpg,2019-07-13 03:00:05
40,宝山,杨行,荣域飘鹰锦和花园(公寓),144,10000元/月 ,中楼层/18层,4室2厅,南,1天前,暂无数据,有,暂无数据,民水,民电,1,279,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/323d4b6c-1c92-46e7-9da0-92e070a05c16.jpg.780x439.jpg,2019-07-13 03:00:12
41,宝山,杨行,荣域飘鹰锦和花园(公寓),144,10000元/月 ,中楼层/18层,4室2厅,南,1天前,暂无数据,有,暂无数据,民水,民电,1,279,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/323d4b6c-1c92-46e7-9da0-92e070a05c16.jpg.780x439.jpg,2019-07-13 03:00:19
42,浦东,金桥,伟业金锦苑二村,78,5200元/月 (季付价),低楼层/6层,2室1厅,南,5天前,1年以内,无,暂无数据,民水,民电,4,433,1,1,1,1,1,1,0,0,1,1,https://image1.ljcdn.com/310000-inspection/3fb1c947-0cb8-4968-939e-19e824290a8c.jpg.780x439.jpg,2019-07-13 03:00:26
43,浦东,金桥,伟业金锦苑二村,78,5200元/月 (季付价),低楼层/6层,2室1厅,南,5天前,1年以内,无,暂无数据,民水,民电,4,433,1,1,1,1,1,1,0,0,1,1,https://image1.ljcdn.com/310000-inspection/3fb1c947-0cb8-4968-939e-19e824290a8c.jpg.780x439.jpg,2019-07-13 03:00:32
44,嘉定,丰庄,丰庄四村,44,3000元/月 ,高楼层/6层,1室1厅,南,4天前,暂无数据,无,暂无数据,民水,民电,1,1043,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/40d1dc2a-d8f3-44ad-9b35-b455ab4879e2.jpg.780x439.jpg,2019-07-13 03:00:39
45,嘉定,丰庄,丰庄四村,44,3000元/月 ,高楼层/6层,1室1厅,南,4天前,暂无数据,无,暂无数据,民水,民电,1,1043,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/40d1dc2a-d8f3-44ad-9b35-b455ab4879e2.jpg.780x439.jpg,2019-07-13 03:00:45
46,杨浦,中原,城市庭园,89,4500元/月 ,高楼层/24层,2室1厅,南/北,1天前,暂无数据,有,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,http://vrlab-image.ljcdn.com/release/auto3dhd/39ccc47f49402cb5e46cde6797198ae5/screenshot/1561190389_2/pc0_zBokPjngb.jpg.q_70.jpg,2019-07-13 03:00:52
47,杨浦,中原,城市庭园,89,4500元/月 ,高楼层/24层,2室1厅,南/北,1天前,暂无数据,有,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,http://vrlab-image.ljcdn.com/release/auto3dhd/39ccc47f49402cb5e46cde6797198ae5/screenshot/1561190389_2/pc0_zBokPjngb.jpg.q_70.jpg,2019-07-13 03:00:59
48,杨浦,鞍山,鞍山五村,80,7000元/月 ,高楼层/6层,2室1厅,南,4天前,暂无数据,无,暂无数据,民水,民电,4,346,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/90a43b01-66a1-4d21-a50f-de0507c05520.jpg.780x439.jpg,2019-07-13 03:01:05
49,杨浦,鞍山,鞍山五村,80,7000元/月 ,高楼层/6层,2室1厅,南,4天前,暂无数据,无,暂无数据,民水,民电,4,346,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/90a43b01-66a1-4d21-a50f-de0507c05520.jpg.780x439.jpg,2019-07-13 03:01:12
50,嘉定,江桥,江桥二村,82,4500元/月 ,高楼层/6层,2室1厅,南,1天前,暂无数据,无,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/69b9f07f-4f12-4c4d-a5e2-3997a1649171.jpg.780x439.jpg,2019-07-13 03:01:19
51,嘉定,江桥,江桥二村,82,4500元/月 ,高楼层/6层,2室1厅,南,1天前,暂无数据,无,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/69b9f07f-4f12-4c4d-a5e2-3997a1649171.jpg.780x439.jpg,2019-07-13 03:01:25
52,普陀,中远两湾城,中远两湾城,109,9500元/月 (季付价),低楼层/33层,2室2厅,东南,1天前,1~2年,有,暂无数据,民水,民电,3,183,1,1,1,1,1,1,0,0,1,1,https://image1.ljcdn.com/310000-inspection/1b239d15-5ce0-408c-aa05-38224528d0be.jpg.780x439.jpg,2019-07-13 03:01:32
53,普陀,中远两湾城,中远两湾城,109,9500元/月 (季付价),低楼层/33层,2室2厅,东南,1天前,1~2年,有,暂无数据,民水,民电,3,183,1,1,1,1,1,1,0,0,1,1,https://image1.ljcdn.com/310000-inspection/1b239d15-5ce0-408c-aa05-38224528d0be.jpg.780x439.jpg,2019-07-13 03:01:39
54,浦东,御桥,绿洲康城亲水湾(中央区),83,6600元/月 ,中楼层/18层,2室1厅,南/北,3天前,暂无数据,暂无数据,暂无数据,民水,民电,2,729,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/a8d6c4a7-434e-439a-a43b-7cf6beccf271.jpg.780x439.jpg,2019-07-13 03:01:45
55,浦东,御桥,绿洲康城亲水湾(中央区),83,6600元/月 ,中楼层/18层,2室1厅,南/北,3天前,暂无数据,暂无数据,暂无数据,民水,民电,2,729,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/a8d6c4a7-434e-439a-a43b-7cf6beccf271.jpg.780x439.jpg,2019-07-13 03:01:52
56,闵行,莘庄,莘松五村,58,4600元/月 (季付价),中楼层/5层,2室1厅,南,2天前,1年以内,无,暂无数据,民水,民电,0,0,1,1,1,1,1,1,0,0,1,0,https://image1.ljcdn.com/310000-inspection/0215bbfe-bd36-421b-959a-f0653c659be8.jpg.780x439.jpg,2019-07-13 03:01:59
57,闵行,莘庄,莘松五村,58,4600元/月 (季付价),中楼层/5层,2室1厅,南,2天前,1年以内,无,暂无数据,民水,民电,0,0,1,1,1,1,1,1,0,0,1,0,https://image1.ljcdn.com/310000-inspection/0215bbfe-bd36-421b-959a-f0653c659be8.jpg.780x439.jpg,2019-07-13 03:02:05
58,嘉定,丰庄,明日新苑,92,6000元/月 ,中楼层/7层,2室2厅,南,3天前,暂无数据,无,暂无数据,民水,民电,2,530,1,1,1,1,1,1,1,1,1,1,https://image1.ljcdn.com/310000-inspection/08a46ccb-ac48-469a-a5aa-7254b1f3b3e4.jpg.780x439.jpg,2019-07-13 03:02:12
59,嘉定,丰庄,明日新苑,92,6000元/月 ,中楼层/7层,2室2厅,南,3天前,暂无数据,无,暂无数据,民水,民电,2,530,1,1,1,1,1,1,1,1,1,1,https://image1.ljcdn.com/310000-inspection/08a46ccb-ac48-469a-a5aa-7254b1f3b3e4.jpg.780x439.jpg,2019-07-13 03:02:18
60,虹口,凉城,中虹花园新都苑,97,8500元/月 ,中楼层/8层,2室2厅,南,1天前,暂无数据,有,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/1561915b-9c38-43f2-b9a7-4639196ed6a4.jpg.780x439.jpg,2019-07-13 03:02:40
61,虹口,凉城,中虹花园新都苑,97,8500元/月 ,中楼层/8层,2室2厅,南,1天前,暂无数据,有,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/1561915b-9c38-43f2-b9a7-4639196ed6a4.jpg.780x439.jpg,2019-07-13 03:02:47
62,闵行,七宝,惠明苑,86,6000元/月 ,高楼层/11层,2室2厅,南,1天前,暂无数据,有,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/a1b78914-5e4a-460d-833e-f35d427d57d5.jpg.780x439.jpg,2019-07-13 03:02:53
63,闵行,七宝,惠明苑,86,6000元/月 ,高楼层/11层,2室2厅,南,1天前,暂无数据,有,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/a1b78914-5e4a-460d-833e-f35d427d57d5.jpg.780x439.jpg,2019-07-13 03:03:00
64,黄浦,老西门,永宁街48-66号,26,3800元/月 (季付价),中楼层/7层,1室0厅,北,6天前,1~2年,无,暂无数据,民水,民电,3,548,1,1,1,1,1,1,0,0,1,1,https://image1.ljcdn.com/310000-inspection/71e1d069-afaf-4568-a524-b120cb56e08f.jpg.780x439.jpg,2019-07-13 03:03:07
65,黄浦,老西门,永宁街48-66号,26,3800元/月 (季付价),中楼层/7层,1室0厅,北,6天前,1~2年,无,暂无数据,民水,民电,3,548,1,1,1,1,1,1,0,0,1,1,https://image1.ljcdn.com/310000-inspection/71e1d069-afaf-4568-a524-b120cb56e08f.jpg.780x439.jpg,2019-07-13 03:03:13
66,静安,江宁路,新丰小区,43,5800元/月 (双月付价),低楼层/7层,1室1厅,南,4天前,暂无数据,无,暂无数据,民水,民电,3,222,1,1,1,1,1,1,1,1,1,1,https://image1.ljcdn.com/310000-inspection/42cece46-a10b-4444-bf86-66b666ae2f45.jpg.780x439.jpg,2019-07-13 03:03:20
67,静安,江宁路,新丰小区,43,5800元/月 (双月付价),低楼层/7层,1室1厅,南,4天前,暂无数据,无,暂无数据,民水,民电,3,222,1,1,1,1,1,1,1,1,1,1,https://image1.ljcdn.com/310000-inspection/42cece46-a10b-4444-bf86-66b666ae2f45.jpg.780x439.jpg,2019-07-13 03:03:27
68,闸北,西藏北路,蒙特利名都城,83,8800元/月 ,中楼层/38层,1室2厅,南,1天前,暂无数据,有,暂无数据,民水,民电,4,384,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/prod-67a0c542-7e37-43b2-8242-c8c5339047d8.jpg.780x439.jpg,2019-07-13 03:03:33
69,闸北,西藏北路,蒙特利名都城,83,8800元/月 ,中楼层/38层,1室2厅,南,1天前,暂无数据,有,暂无数据,民水,民电,4,384,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/prod-67a0c542-7e37-43b2-8242-c8c5339047d8.jpg.780x439.jpg,2019-07-13 03:03:40
70,普陀,桃浦,联星丽景苑,65,5300元/月 ,低楼层/18层,2室1厅,南,7天前,暂无数据,有,暂无数据,暂无数据,暂无数据,1,198,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/d716e931-5d30-4a96-8e56-051dca196d70.jpg.780x439.jpg,2019-07-13 03:03:46
71,普陀,桃浦,联星丽景苑,65,5300元/月 ,低楼层/18层,2室1厅,南,7天前,暂无数据,有,暂无数据,暂无数据,暂无数据,1,198,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/d716e931-5d30-4a96-8e56-051dca196d70.jpg.780x439.jpg,2019-07-13 03:03:53
72,闵行,古美,华梅花苑,100,7500元/月 ,高楼层/6层,3室1厅,南,1天前,暂无数据,无,暂无数据,民水,民电,2,681,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/b772df35-b1e8-4daf-b118-b651b4c60fc1.jpg.780x439.jpg,2019-07-13 03:04:00
73,闵行,古美,华梅花苑,100,7500元/月 ,高楼层/6层,3室1厅,南,1天前,暂无数据,无,暂无数据,民水,民电,2,681,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/b772df35-b1e8-4daf-b118-b651b4c60fc1.jpg.780x439.jpg,2019-07-13 03:04:06
74,松江,松江新城,明丰公寓,102,3800元/月 ,中楼层/7层,2室2厅,南,5天前,暂无数据,无,暂无数据,民水,民电,1,468,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/3bd4beea-9c8b-4999-91cf-1c07de137919.jpg.780x439.jpg,2019-07-13 03:04:13
75,松江,松江新城,明丰公寓,102,3800元/月 ,中楼层/7层,2室2厅,南,5天前,暂无数据,无,暂无数据,民水,民电,1,468,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/3bd4beea-9c8b-4999-91cf-1c07de137919.jpg.780x439.jpg,2019-07-13 03:04:20
76,浦东,外高桥,富特三村,57,4500元/月 (季付价),中楼层/6层,2室1厅,南,8天前,1~2年,无,暂无数据,民水,民电,1,626,0,1,1,1,1,1,1,1,1,1,https://image1.ljcdn.com/310000-inspection/e01dac97-963f-4c3c-956d-745c418d6fd5.jpg.780x439.jpg,2019-07-13 03:04:26
77,浦东,外高桥,富特三村,57,4500元/月 (季付价),中楼层/6层,2室1厅,南,8天前,1~2年,无,暂无数据,民水,民电,1,626,0,1,1,1,1,1,1,1,1,1,https://image1.ljcdn.com/310000-inspection/e01dac97-963f-4c3c-956d-745c418d6fd5.jpg.780x439.jpg,2019-07-13 03:04:33
78,闵行,颛桥,兴银花园,77,3800元/月 ,高楼层/6层,2室1厅,南,7天前,暂无数据,无,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/prod-5047caa9-59fb-4e50-a181-e074103d6492.jpg.780x439.jpg,2019-07-13 03:04:39
79,闵行,颛桥,兴银花园,77,3800元/月 ,高楼层/6层,2室1厅,南,7天前,暂无数据,无,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/prod-5047caa9-59fb-4e50-a181-e074103d6492.jpg.780x439.jpg,2019-07-13 03:04:46
80,普陀,真光,阳光威尼斯(四期)(公寓),97,6000元/月 (季付价),中楼层/25层,2室2厅,南,1天前,1~2年,有,暂无数据,民水,民电,0,0,1,1,1,1,0,1,0,0,1,1,https://image1.ljcdn.com/310000-inspection/1cd7a0d3-2576-4b4e-b891-8c6e20a8e9a1.jpg.780x439.jpg,2019-07-13 03:04:53
81,普陀,真光,阳光威尼斯(四期)(公寓),97,6000元/月 (季付价),中楼层/25层,2室2厅,南,1天前,1~2年,有,暂无数据,民水,民电,0,0,1,1,1,1,0,1,0,0,1,1,https://image1.ljcdn.com/310000-inspection/1cd7a0d3-2576-4b4e-b891-8c6e20a8e9a1.jpg.780x439.jpg,2019-07-13 03:04:59
