Address,District,Community,Area,RentPrice,Layer,Shape,Toward,Release_Date,Rent_Period,Is_lift,Is_parking,water_way,electricity_way,Subwayline_Number,Subway_Distance,Is_TV,Is_fridge,Is_washer,Is_air,Is_heater,Is_bed,Is_heating,Is_wifi,Is_closet,Is_gas,Is_img,Catch_time
闸北,彭浦,彭新小区,33,3400元/月 ,高楼层/6层,1室1厅,南,15天前,暂无数据,无,暂无数据,民水,民电,2,189,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/b2a77fdc-9745-4a76-8272-4306db718237.jpg.780x439.jpg,2019-07-13 12:48:50
徐汇,龙华,宛南四村,39,4500元/月 (季付价),中楼层/5层,1室1厅,南,7天前,1年以内,无,暂无数据,民水,民电,4,776,1,1,1,1,0,1,0,0,1,1,https://image1.ljcdn.com/310000-inspection/9789dded-b6db-444c-87ed-d68706fb5ea4.jpg.780x439.jpg,2019-07-13 12:48:55
闵行,颛桥,金塔新村,57,3500元/月 (季付价),高楼层/6层,2室1厅,南,6天前,暂无数据,无,暂无数据,民水,民电,1,283,1,1,1,1,1,1,1,1,1,1,http://vrlab-image.ljcdn.com/release/vradmin/1000000022273298/images/b2cedd20-8d6e-4c15-bb3f-3143a7d4e04f.png.q_70.jpg,2019-07-13 12:48:59
浦东,泥城镇,云树仁居,82,1000元/月 ,中楼层/4层,2室2厅,南,1个月前,暂无数据,无,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/prod-8ac506da-443b-40eb-8ead-d3b322d4f23b.jpg.780x439.jpg,2019-07-13 12:49:04
普陀,长风,华师大一村,53,5700元/月 ,高楼层/5层,2室1厅,南,24天前,暂无数据,无,暂无数据,民水,民电,3,391,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/124f2b87-3748-4312-8237-4584117bfee4.jpg.780x439.jpg,2019-07-13 12:49:09
浦东,金杨,香山新村西北街坊,60,4500元/月 ,低楼层/6层,2室1厅,南,14天前,暂无数据,无,暂无数据,民水,民电,2,558,0,1,0,1,1,0,0,0,0,1,https://image1.ljcdn.com/310000-inspection/70582736-503b-4ed2-a0e7-c9ada7933005.jpg.780x439.jpg,2019-07-13 12:49:13
闵行,颛桥,银都新村(8至10区),56,3500元/月 (季付价),高楼层/6层,2室1厅,南,12天前,1年以内,无,暂无数据,民水,民电,1,1000,0,0,0,0,1,1,0,0,1,1,https://image1.ljcdn.com/310000-inspection/752b79ed-2a28-46e8-96c1-7b534a0346d0.jpg.780x439.jpg,2019-07-13 12:49:18
宝山,淞宝,宝林九村,40,2600元/月 ,高楼层/6层,1室1厅,南,1个月前,暂无数据,无,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/prod-04b5f01f-319f-4c07-94fd-42ed0cd3c454.jpg.780x439.jpg,2019-07-13 12:49:23
普陀,桃浦,桃浦二村永汇新苑,85,4000元/月 ,高楼层/6层,2室2厅,南,5个月前,暂无数据,无,暂无数据,民水,民电,1,241,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/176bef65-3bd0-4f3f-9922-58a38a10d13e.jpg.780x439.jpg,2019-07-13 12:49:27
浦东,川沙,凌港城,76,2800元/月 (季付价),高楼层/6层,2室2厅,南,13天前,3年以上,无,暂无数据,民水,民电,0,0,0,1,1,1,1,1,0,0,1,1,https://image1.ljcdn.com/310000-inspection/1e67b2b4-6b10-4442-8080-34b939fbe8dd.jpg.780x439.jpg,2019-07-13 12:49:32
闵行,颛桥,复地北桥城(都市路399弄)(公寓),67,3600元/月 (季付价),低楼层/6层,2室1厅,南,9天前,1年以内,有,暂无数据,民水,民电,0,0,1,1,1,1,1,1,1,1,1,1,https://image1.ljcdn.com/310000-inspection/26099715-1caf-4ba6-912f-f16794a7b115.jpg.780x439.jpg,2019-07-13 12:49:37
浦东,康桥,绿地康桥新苑,87,4300元/月 ,中楼层/13层,2室2厅,南/北,6天前,暂无数据,有,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/b1f4a246-63b5-4c64-b0b9-ce5790b53c7a.jpg.780x439.jpg,2019-07-13 12:49:41
嘉定,南翔,德华一村,72,3100元/月 ,高楼层/6层,2室1厅,南,1个月前,暂无数据,无,暂无数据,民水,民电,1,824,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/56a2e97d-bc70-4475-9a55-e81e2a223ce2.jpg.780x439.jpg,2019-07-13 12:49:46
黄浦,五里桥,局后小区,51,6500元/月 (季付价),高楼层/6层,2室1厅,南,1个月前,1年以内,无,暂无数据,民水,民电,3,323,1,1,1,1,1,1,1,1,1,1,https://image1.ljcdn.com/310000-inspection/23bc7443-a3db-48b5-ab3a-fa0469ca69e1.jpg.780x439.jpg,2019-07-13 12:49:51
青浦,盈浦,城北新村,36,1600元/月 ,高楼层/6层,1室1厅,南,21天前,暂无数据,无,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/3a3ed030-a6e3-4dfb-94da-44e8690a467f.jpg.780x439.jpg,2019-07-13 12:49:56
浦东,世博,昌四小区,36,3200元/月 ,高楼层/6层,1室1厅,南,25天前,暂无数据,无,暂无数据,民水,民电,1,559,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/08dec86e-94f9-4e73-9f44-decc5fb041e8.jpg.780x439.jpg,2019-07-13 12:50:00
杨浦,五角场,国定路601弄,37,3800元/月 ,中楼层/7层,1室1厅,南,6个月前,暂无数据,无,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/ca4293d6-131a-4b02-8718-ea6182b7451c.jpg.780x439.jpg,2019-07-13 12:50:05
普陀,万里,交通路3193弄,45,3600元/月 (季付价),高楼层/5层,1室1厅,南,20天前,1~2年,无,暂无数据,民水,民电,1,991,1,1,1,1,1,1,1,1,1,1,https://image1.ljcdn.com/310000-inspection/4e96e4cb-78b5-444b-8214-dd0f866764c9.jpg.780x439.jpg,2019-07-13 12:50:09
闵行,老闵行,鹤北新村,42,2800元/月 ,高楼层/6层,1室1厅,南/北,18天前,暂无数据,无,暂无数据,民水,民电,3,453,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/6e91ebd0-085e-44a9-954c-5b22fca335a1.jpg.780x439.jpg,2019-07-13 12:50:14
杨浦,鞍山,公安公寓,49,4000元/月 ,中楼层/20层,1室1厅,南,9天前,暂无数据,有,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/81afcf8c-a3ac-42f7-ad6d-c3744182779f.jpg.780x439.jpg,2019-07-13 12:50:19
黄浦,董家渡,阳光翠竹苑,92,9000元/月 ,高楼层/34层,2室2厅,南,8天前,暂无数据,有,暂无数据,民水,民电,3,468,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/79d05782-6026-4d07-8e5a-5738ede77763.jpg.780x439.jpg,2019-07-13 12:50:42
浦东,金桥,晶波坊,52,3700元/月 ,高楼层/6层,1室1厅,南,1年前,暂无数据,无,暂无数据,民水,民电,2,201,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadb3d6553f-4f87-43c9-bd1f-356d1966e583.jpg.780x439.jpg,2019-07-13 12:50:46
青浦,盈浦,民乐佳苑,64,1800元/月 ,中楼层/6层,2室1厅,南,9天前,暂无数据,无,暂无数据,民水,民电,1,105,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/7809552e-cb18-45c1-8c6f-68242581e0b9.jpg.780x439.jpg,2019-07-13 12:50:51
浦东,惠南,惠康苑,79,1000元/月 ,低楼层/18层,2室1厅,南,今天,暂无数据,有,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/3aa3d11b-6aae-4a51-8a72-9b88c2b6d04a.jpg.780x439.jpg,2019-07-13 12:50:56
黄浦,新天地,瑞金新苑,174,10000元/月 ,中楼层/28层,2室2厅,南,13天前,暂无数据,有,暂无数据,民水,民电,4,239,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/3bda2574-efd4-4bc5-9fc5-1f1846d5f2e1.jpg.780x439.jpg,2019-07-13 12:51:00
徐汇,田林,田林七村,40,4300元/月 ,低楼层/6层,1室1厅,南,2天前,暂无数据,无,暂无数据,民水,民电,2,249,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/0ccd332f-9e3d-4c48-b71a-ca372c118170.jpg.780x439.jpg,2019-07-13 12:51:05
徐汇,田林,田林十一村,50,6000元/月 (季付价),高楼层/6层,2室1厅,南,2个月前,2~3年,无,暂无数据,民水,民电,3,803,0,0,0,1,1,1,0,0,1,1,https://image1.ljcdn.com/310000-inspection/84548f24-1fce-4288-9771-89aa15d93b0d.jpg.780x439.jpg,2019-07-13 12:51:10
静安,南京西路,骏豪国际,66,9500元/月 (季付价),高楼层/29层,1室2厅,南,5个月前,1年以内,有,暂无数据,民水,民电,2,545,1,1,1,1,1,1,0,0,1,1,http://vrlab-image.ljcdn.com/release/auto3dhd/8f8735bbb21f0cec1e24b9ba7a43a745/screenshot/1558239852_5/pc0_YLAWLgTNt.jpg.q_70.jpg,2019-07-13 12:51:14
杨浦,黄兴公园,延吉六村,70,6300元/月 ,中楼层/12层,2室0厅,南,3天前,暂无数据,有,暂无数据,民水,民电,2,222,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/16182303-baf6-421e-8d51-743e784af28a.jpg.780x439.jpg,2019-07-13 12:51:20
黄浦,蓬莱公园,中福花苑,50,7200元/月 (季付价),中楼层/19层,1室1厅,西,11天前,2~3年,有,暂无数据,民水,民电,2,291,1,1,1,1,1,1,1,1,1,1,https://image1.ljcdn.com/310000-inspection/5632ac0f-da28-4b29-b961-fe4cd3a67068.jpg.780x439.jpg,2019-07-13 12:51:24
浦东,曹路,中虹家园,69,3300元/月 ,高楼层/18层,2室1厅,南,15天前,暂无数据,有,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/6569d8dd-b4b3-4f18-8f57-62f290e467f7.jpg.780x439.jpg,2019-07-13 12:51:29
徐汇,康健,桂平小区,67,5300元/月 (季付价),高楼层/6层,2室1厅,南,1个月前,1年以内,无,暂无数据,民水,民电,2,816,0,1,1,1,1,1,0,0,1,0,https://image1.ljcdn.com/310000-inspection/4824ed47-3077-482b-9edf-f3f0a453bf21.jpg.780x439.jpg,2019-07-13 12:51:34
徐汇,康健,长海坊,47,3950元/月 (季付价),中楼层/6层,1室1厅,南,7天前,1~2年,无,暂无数据,民水,民电,0,0,1,1,1,1,1,1,1,1,1,1,https://image1.ljcdn.com/310000-inspection/5d8cf703-0179-49b6-ab2e-e3bc4e0705b1.jpg.780x439.jpg,2019-07-13 12:51:38
浦东,北蔡,惠德新邨,40,4200元/月 (季付价),高楼层/7层,1室1厅,南/北,8天前,暂无数据,无,暂无数据,民水,民电,1,1034,1,1,1,1,1,1,0,1,1,1,https://image1.ljcdn.com/310000-inspection/1f1f2c9b-9c97-412f-be5e-d441a08c460e.jpg.780x439.jpg,2019-07-13 12:51:43
虹口,江湾镇,虹北公寓,72,5000元/月 ,中楼层/6层,2室1厅,南/北,1个月前,暂无数据,无,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/6feee949-ca24-4c7d-b049-512aeaa45eb7.jpg.780x439.jpg,2019-07-13 12:51:48
长宁,新华路,紫勋风雅苑,83,9500元/月 (季付价),高楼层/11层,1室2厅,南,16天前,1~2年,有,暂无数据,民水,民电,2,605,1,1,1,1,1,1,0,0,1,1,https://image1.ljcdn.com/310000-inspection/5c7e7368-069f-4441-a730-b9257f91eb51.jpg.780x439.jpg,2019-07-13 12:51:52
黄浦,五里桥,蒙自路395弄,39,4800元/月 (季付价),高楼层/7层,1室1厅,南,2个月前,2~3年,无,暂无数据,民水,民电,3,649,1,1,1,1,1,1,0,0,1,0,https://image1.ljcdn.com/310000-inspection/25df57ec-3fda-44f1-8648-6302158efc29.jpg.780x439.jpg,2019-07-13 12:51:57
嘉定,安亭,红梅小区(嘉定),68,2000元/月 ,高楼层/6层,2室1厅,南,19天前,暂无数据,无,暂无数据,民水,民电,1,763,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/411448fd-7d4a-435c-b619-45084407199f.jpg.780x439.jpg,2019-07-13 12:52:02
浦东,御桥,和合新村,73,4600元/月 ,中楼层/6层,2室1厅,南,18天前,暂无数据,无,暂无数据,民水,民电,1,600,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/2c7b051e-60da-41d8-9026-9330f86f7023.jpg.780x439.jpg,2019-07-13 12:52:07
徐汇,华泾,东湾小区,40,3800元/月 ,低楼层/6层,1室1厅,南/北,5天前,暂无数据,无,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/2a3a8469-55a2-4b7f-b5cb-8e59476db7bb.jpg.780x439.jpg,2019-07-13 12:52:11
普陀,桃浦,锦翔大楼,47,3500元/月 ,中楼层/18层,1室1厅,南/西南,25天前,暂无数据,有,暂无数据,民水,民电,1,981,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/4879ed1d-03d9-40d9-895c-178d5ae93ab7.jpg.780x439.jpg,2019-07-13 12:52:16
闵行,春申,高兴花园,64,3300元/月 ,低楼层/6层,2室1厅,南,24天前,暂无数据,无,暂无数据,民水,民电,0,0,1,1,1,1,1,1,1,1,1,1,https://image1.ljcdn.com/310000-inspection/0126077b-10ee-4637-a73d-ba211150c5b9.jpg.780x439.jpg,2019-07-13 12:52:20
松江,九亭,青春驿站,68,5300元/月 ,高楼层/15层,2室2厅,南,23天前,暂无数据,有,暂无数据,民水,民电,1,729,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/4313a15f-0713-4f91-b652-214f70da7f75.jpg.780x439.jpg,2019-07-13 12:52:25
